Ground Zero GZCF 165COAX - sluttsolgt!,Competition line,Varenr :,17409,Enhet :,stk,Listepris :,Antall Pakke :,1 590.00,stk,Vekt :,2.7500 Kg,"['<ul>\r\n<li>Stykkpris! \r\n</li><li>\r\n</li><li><strong>Features </strong>\r\n</li><li>- High power 2 way coaxial speaker \r\n</li><li>- Fiber reinforced paper cone \r\n</li><li>- Lightweight foam surround \r\n</li><li>- Aluminium cast basket \r\n</li><li>- Titanium dome \r\n</li><li>- Round ABS plastic horn \r\n</li><li>- Copper-clad aluminium round wire voice coils \r\n</li><li>- Included 6 dB crossover \r\n</li><li>\r\n</li><li>165mm (6,5"") \r\n</li><li>Chassis av aluminium (stabilt og umagnetisk) \r\n</li><li>40mm Svingspole \r\n</li><li>Maks effekt: 200W \r\n</li><li>RMS effekt: 125W \r\n</li><li>Følsomhet (2.83V/1m): 100 dB \r\n</li><li>Frekvensrespons: 180Hz-25kHz \r\n</li><li>Monteringsdybde 79mm \r\n</li><li>Griller inkludert \r\n</li><li><a href=""https://www.ground-zero-audio.com/wp-content/uploads/GZCF-165COAX_OM.pdf"">Brukermanual PDF</a></li></ul>']"
FOCAL SUB P25DB - sluttsolgt!,Performance serien 250mm,Varenr :,16045,Enhet :,stk,Listepris :,Antall Pakke :,1 590.00,stk,Vekt :,5.1500 Kg,"['<ul>\r\n<li>250mm (10"") Bass</li>\r\n<li>50 x 25mm dobbel svingspole</li>\r\n<li>2 stk 145mm magneter</li>\r\n<li>Maks effekt: 500W</li>\r\n<li>RMS effekt: 250W</li>\r\n<li>Følsomhet (2.83V/1m): 90,9dB</li>\r\n<li>Frekvensrespons: 35Hz-500Hz +/- 3dB (avhengig av kasse)</li>\r\n<li>Impedans 4 + 4 Ohm \r\n</li><li>Anbefalte kasser: \r\n</li><li>Lukket kasse 15 - 25 liter \r\n</li><li>Portet kasse 35 liter med 1 stk 8x18cm port </li></ul>']"
FOCAL 30A4 - sluttsolgt!,"12"" sub Access serien",Varenr :,16131,Enhet :,stk,Listepris :,Antall Pakke :,1 590.00,stk,Vekt :,5.1500 Kg,"['<ul>\r\n<li>300mm (12"") Bass</li>\r\n<li>Membran: DFS® (Dual Fiberglass Structure) \r\n</li><li>Maks effekt: 500W</li>\r\n<li>RMS effekt: 250W</li>\r\n<li>Impedans 4 Ohm \r\n</li><li>Anbefalte kasser: \r\n</li><li>Lukket kasse 20 - 30 liter \r\n</li><li>Portet kasse 25 - 35 liter</li></ul>']"
SounDigital SD400.4 - sluttsolgt!,Soundigital 4 kanals forsterker,Varenr :,33007,Enhet :,stk,Listepris :,Antall Pakke :,1 390.00,stk,Vekt :,.0000 Kg,"['<ul>\r\n<li>Soundigitals Evolusjonsserie vil endre spillebanen for alle som liker å spille høyt og hardt. Disse forsterkerne har på kort tid fått mye respekt og blitt en av de store fra Brasil. Og det er ikke rart, de er laget i Brasil på deres egen fabrikk. Designteamet bak Soundigital har noen veldig kjente navn som konkurrerer i Pancadao, en sport hvor du spiller høyt ved hjelp av høyttalervegger store som hus. Disse veggene spiller veldig høyt i lang tid, så forsterkerene må være veldig overdimensjonerte, holdbare og gi mye effekt. \r\n</li><li>\r\n</li><li>Power @ 12.6V \r\n</li><li>4 x 66 RMS @ 4 Ohm \r\n</li><li>4 x 100 RMS @ 2 Ohm \r\n</li><li>\r\n</li><li>Power @ 14.4V \r\n</li><li>4 x 74 W RMS 4 Ohm \r\n</li><li>4 x 112 W RMS 2 Ohm \r\n</li><li>\r\n</li><li>Operating Voltage: 9V - 16V \r\n</li><li>THD 0,08 % \r\n</li><li>Frequency Response: 10 – 20 000 Hz \r\n</li><li>Damping Factor: 200 \r\n</li><li>Low pass filter: 80 Hz on/off \r\n</li><li>High pass filter: 80 Hz on/off \r\n</li><li>Dimensions: 113 x 51 x 109 mm</li></ul>']"
DD Audio 510d D2  - sluttsolgt!,Digital Design subwoofer,Varenr :,30072,Enhet :,stk,Listepris :,Antall Pakke :,1 590.00,stk,Vekt :,7.0500 Kg,"['<ul>\r\n<li>25 cm / 10"" bass \r\n</li><li>Power handling: 150 til 400 Watt RMS (1200W peak) \r\n</li><li>Impedanse: 2 x 2 ohm \r\n</li><li>Svingspole: 50 mm / 2"" \r\n</li><li>Slaglengde, Xmax. 10 mm (20 mm peak to peak) \r\n</li><li>Monteringsdybde 13,4 cm \r\n</li><li>Anbefalte kasser: \r\n</li><li>portet kasse fra 35 til 42 liter \r\n</li><li>lukket kasse fra 11 til 23 liter \r\n</li><li>\r\n</li><li>\r\n</li><li>Thiele-Small parameters: \r\n</li><li>\r\n</li><li>Fs 30.28 [Hz] \r\n</li><li>Qts 0.4159 \r\n</li><li>Vas 27.44 [liters] </li></ul>']"
DD Audio EC6.5 - sluttsolgt!,Digital Design høyttalersett,Varenr :,30029,Enhet :,par,Listepris :,Antall Pakke :,1 490.00,par,Vekt :,4.5000 Kg,"['<ul>\r\n<li>2-veis komponentsystem. \r\n</li><li>165mm (6,5"") Bass/mellomtone \r\n</li><li>20mm diskant for overflatemontering eller innfelling \r\n</li><li>Anbefalt effekt 25 til 100W \r\n</li><li>Frekvensrespons: 50Hz-20kHz \r\n</li><li>delefilter med 2 valgbare diskantnivå \r\n</li><li>Monteringsdybde 62mm \r\n</li><li>Griller inkludert \r\n</li><li>\r\n</li><li>The E Class 6.5 Component System is perfect for the listener who wants to instantly take their system from factory to fantabulous. This 2-way set offers high-end features and an outstanding sound that rivals much more expensive component sets. \r\n</li><li>\r\n</li><li>Woofer: \r\n</li><li>\r\n</li><li>The 6.5-inch woofer features an injection molded poly cone, rubber surround, and rigid steel frame. For reduced inductance, extended high-frequency roll off, and increased efficiency the voice coils features a double slit former and the motor utilizes a copper pole cap. The soft parts are driven with a high flux 11 Oz ferrite magnet motor. \r\n</li><li><li>\r\n</li><li>The 20-mm silk dome tweeter comes with flush-mount and surface-mount solutions. \r\n</li><li>\r\n</li><li>Crossover: \r\n</li><li>\r\n</li><li>The crossover networks are built with premium components including mylar capacitors, segmented air-core inductors and poly fuses for tweeter protection. Two selectable tweeter levels are provided for fine high-frequency tuning.</li></ul>']"
FOCAL RCX-690 - sluttsolgt!,"Focal Performance Auditor 6X9""",Varenr :,16204,Enhet :,par,Listepris :,Antall Pakke :,1 190.00,par,Vekt :,4.0000 Kg,"['<ul>\r\n<li>3-veis coaxialsystem</li>\r\n<li>6x9"" (15x23cm) Bass/mellomtone</li>\r\n<li>Vanntett membran av polypropylen</li>\r\n<li>35mm Svingspole</li>\r\n<li>110mm Magnet</li>\r\n<li>Mylar diskant og superdiskant med invertert dome</li>\r\n<li>Maks effekt: 120W</li>\r\n<li>RMS effekt: 60W</li>\r\n<li>Følsomhet (2.83V/1m): 92dB</li>\r\n<li>Frekvensrespons: 50Hz-21kHz</li>\r\n<li>Monteringsdybde: 8,05cm \r\n</li><li>Griller inkludert \r\n</li><li>\r\n</li><li>Upgrade your car’s factory system with a kit that is easy to install and capable of even higher performance than the previous generation of Auditor kits. Rediscover the pleasure of driving to your favourite music with speaker drivers wired to your current head unit. \r\n</li><li>\r\n</li><li>This coaxial kit is now equipped with Focal’s famous inverted dome tweeters to provide excellent linearity. The high sensitivity of this kit will set it apart from your vehicle’s factory system. Auditor makes Focal technology and performance available to all drivers.</li></ul>']"
DD Audio SW10-D4 - sluttsolgt!,Digital Design subwoofer,Varenr :,30145,Enhet :,stk,Listepris :,Antall Pakke :,1 090.00,stk,Vekt :,.0000 Kg,"['<ul>\r\n<li>REDLINE SW-serien subwoofere tilbyr ekstrem bass og god lyd for pengene. Disse ""Hi Def Tuned"" subwooferne fungerer utmerket i lukkede og små ventilerte kabinetter, på lave til moderate effektnivåer. De er utstyrt med alle ytelsesfunksjonene som trengs for å håndtere påkjenningene ved daglige dunking, og de er tilgjengelige i to impedansalternativer slik at de kan matches med hvilken som helst DD Audio-forsterker. Høy temperaturbestandige 2"" doble talespoler i dobbel 2 Ohm og dobbel 4 Ohm. EROM oppheng og ventilerte pressede stålchassis med ekstra godt ventilert bakplate. Solide trykkterminaler for enkel og stabil tilkobling. \r\n</li><li>\r\n</li><li>25 cm / 10"" bass \r\n</li><li>Power handling: 100 til 300 Watt RMS (600W peak) \r\n</li><li>Impedanse: 2 x 4 ohm \r\n</li><li>Svingspole: 50 mm / 2"" \r\n</li><li>Slaglengde, Xmax. 8 mm (16mm peak to peak) \r\n</li><li>Slaglengde Xmech 18mm \r\n</li><li>Monteringsdybde 12,07 cm \r\n</li><li>Anbefalte kasser: \r\n</li><li>portet kasse fra 21 til 35 liter \r\n</li><li>lukket kasse fra 14 til 28 liter \r\n</li><li>\r\n</li><li>Thiele-Small parameters: \r\n</li><li>Fs 35 [Hz] \r\n</li><li>Qms 11.107 \r\n</li><li>Qes 0.53 \r\n</li><li>Qts 0.506 \r\n</li><li>Vas 32.49 [liters] \r\n</li><li>\r\n</li><li><a href=""https://www.youtube.com/watch?v=Th9y7MYTZl0&amp;t=8s"">Videopresentasjon</a> </li></ul>']"
FOCAL 25A4 - sluttsolgt!,"10"" sub Access serien",Varenr :,16121,Enhet :,stk,Listepris :,Antall Pakke :,1 290.00,stk,Vekt :,4.6000 Kg,"['<ul>\r\n<li>250mm (10"") Bass</li>\r\n<li>Maks effekt: 400W</li>\r\n<li>RMS effekt: 200W</li>\r\n<li>Impedans 4 Ohm \r\n</li><li>Anbefalte kasser: \r\n</li><li>Lukket kasse 15 - 25 liter \r\n</li><li>Portet kasse 20 - 35 liter</li></ul>']"
Ground Zero GZIF 65X - sluttsolgt!,Iridium treveis 165mm,Varenr :,17224,Enhet :,par,Listepris :,Antall Pakke :,670.00,par,Vekt :,1.9000 Kg,"['<ul>\r\n<li>3-veis coaxialsystem. \r\n</li><li>165mm (6,5"") Bass/mellomtone \r\n</li><li>Maks effekt: 120W \r\n</li><li>RMS effekt: 80W \r\n</li><li>Euro DIN chassis for enkel montering \r\n</li><li>25mm enkel 4 Ohm svingspole \r\n</li><li>Meget stiv HQPP membran \r\n</li><li>Mylar diskant og Piezo superdiskant \r\n</li><li>Følsomhet (2.83V/1m): 91 dB \r\n</li><li>Frekvensrespons: 50Hz-20kHz \r\n</li><li>Monteringsdybde 60 mm \r\n</li><li>Monteringshull 143,5mm \r\n</li><li>Griller og kabler inkludert </li></ul>']"
FOCAL 6KP mellomtone til 165KR og 165KPS - sluttsolgt,,Varenr :,10867,Enhet :,STK,Listepris :,Antall Pakke :,1 480.00,STK,Vekt :,14.0000 Kg,[]
GLADEN RS 08 Extreme - sluttsolgt!,German Technology,Varenr :,50109,Enhet :,stk,Listepris :,Antall Pakke :,990.00,stk,Vekt :,3.2500 Kg,"['<ul>\r\n<li>Gladen RS subwoofere deler mange funksjoner med våre premium subwoofere. Dermed gjør de gode ingrediensene til toppseriene RS-serien til den perfekte allrounderen. Teknisk overbevisende og visuelt tiltalende; RS-serien etterlater alltid et godt inntrykk med sitt sterke forhold mellom pris og ytelse. \r\n</li><li>\r\n</li><li>8"" med støvhette av glassfiber \r\n</li><li>200 W RMS (anbefalt rms effekt: 125-300W) \r\n</li><li>Impedans 2 ohm \r\n</li><li>1,5"" svingspole \r\n</li><li>Monteringsdybde: 104mm \r\n</li><li>Anbefalt kasse: 13 til 22 liter \r\n</li><li>\r\n</li><li><a href=""https://www.gladen.com/en-us/gladen/gladen-subwoofer/gladen-rs-subwoofer/gladen-rs-08"">NETTSIDE PRODUSENT</a> \r\n</li><li>\r\n</li><li><a href=""https://www.gladen.com/images/gladen-mosconi/products/gladen/gladen-subwoofer/Gladen-RS-Subwoofer/Z-SUB-RS-ANL%20-%20Anleitung%20-%20RS%20Subwoofer.pdf"">Bruksanvisning PDF</a> </li></ul>']"
Ground Zero GZFU 300A/1 ANL - sluttsolgt,,Varenr :,17320,Enhet :,stk,Listepris :,Antall Pakke :,49.00,stk,Vekt :,.0000 Kg,['<ul>\r\n<li>- Høyverdig ANL sikring \r\n</li><li>- 300 Ampere</li></ul>']
DD Audio M-RMT remotekontroll inkl kabel - sluttsolgt,,Varenr :,30079,Enhet :,stk,Listepris :,Antall Pakke :,290.00,stk,Vekt :,.0000 Kg,['<ul>\r\n<li>Works with older M-series amplifiers without voltage display on remote.</li></ul>']
"Ground Zero GZTG 250T 10"" grill - sluttsolgt!",,Varenr :,17200,Enhet :,stk,Listepris :,Antall Pakke :,109.00,stk,Vekt :,.0000 Kg,[]
Ground Zero GZBRK 34cm - sluttsolgt!,,Varenr :,17422,Enhet :,stk,Listepris :,Antall Pakke :,99.00,stk,Vekt :,.0000 Kg,"['<ul>\r\n<li>8mm bracket for our high excursion subwoofer, length 340mm, height 50mm</li></ul>']"
GLADEN VB08 - sluttsolgt!,German Technology,Varenr :,50168,Enhet :,stk,Listepris :,Antall Pakke :,1 090.00,stk,Vekt :,.0000 Kg,"['<ul>\r\n<li>Portet kasse for 8"" bass \r\n</li><li>Bredde 370 mm \r\n</li><li>Høyde 280 mm \r\n</li><li>Dybde 310 / 210 mm \r\n</li><li>Volum: 18 liter \r\n</li><li>Metallbøyler inkludert \r\n</li><li>\r\n</li><li>Kassen har en solid frontplate med karbon finish. \r\n</li><li>\r\n</li><li>LEVERES UTEN BASSELEMENT </li></ul>']"
Ground Zero GZCM 10-4FX - sluttsolgt!,Competition line,Varenr :,17363,Enhet :,stk,Listepris :,Antall Pakke :,990.00,stk,Vekt :,4.1700 Kg,"['<ul>\r\n<li>- Extra flat high power midrange \r\n</li><li>- Fiber reinforced paper cone \r\n</li><li>- 2” Copper-clad aluminium round wire voice coil \r\n</li><li><strong><u>Technical data:</u></strong> \r\n</li><li>10.12"" mm midrange257 or midwoofer \r\n</li><li>Mounting diameter of midwoofer or midrange230 mm / 9.06"" \r\n</li><li>Mounting depth of midwoofer or midrange76 mm / 2.99"" \r\n</li><li>Voice coil of midwoofer or midrange50 mm / 2” EISV-CCAW \r\n</li><li>Cone of midwoofer or midrangeFaser verstärktes Papier / Fiber reinforced paper \r\n</li><li>Dustcap / Phaseplug of midwoofer or midrangeFaser verstärktes Papier / Fiber reinforced paper \r\n</li><li>Basket of midwoofer or midrangeStahl / Steel \r\n</li><li>Magnet of midwoofer or midrangeFerrit \r\n</li><li>Power handling WRMS200 W \r\n</li><li>Power handling W peak500 W \r\n</li><li>Impedance4 Ohm \r\n</li><li>SPL96 dB \r\n</li><li>Frequency response 120 - 5000 Hz</li></ul>']"
GLADEN 25GOLF6/7 - sluttsolgt!,German Technology,Varenr :,50166,Enhet :,par,Listepris :,Antall Pakke :,690.00,par,Vekt :,.0000 Kg,['<ul>\r\n<li>VW Golf 6/7 diskant \r\n</li><li>Størrelse: 25 mm (talespole) \r\n</li><li>Membran i silkestoff \r\n</li><li>4 Ohm impedans \r\n</li><li>Neodymmagnet \r\n</li><li>Bilspesifikk høyttalerfeste \r\n</li><li>Monteringsdybde: Orginal \r\n</li><li>\r\n</li><li>Leveres uten delefilter. Aktiv eller passiv deling er nødvendig. </li></ul>']
Ground Zero LED Display,,Varenr :,17179,Enhet :,stk,Listepris :,Antall Pakke :,590.00,stk,Vekt :,.0000 Kg,[]
Ground Zero GZFU 60A/2 MANL - mini ANL,,Varenr :,17417,Enhet :,2stk,Listepris :,Antall Pakke :,45.00,2stk,Vekt :,.0000 Kg,['<ul>\r\n<li>- Høyverdig Mini ANL sikring \r\n</li><li>- 60 Ampere</li></ul>']
Ground Zero GZFU 200A/2 MANL - sluttsolgt,,Varenr :,17420,Enhet :,2stk,Listepris :,Antall Pakke :,45.00,2stk,Vekt :,.0000 Kg,['<ul>\r\n<li>- Høyverdig Mini ANL sikring \r\n</li><li>- 200 Ampere</li></ul>']
Antenneadapter GM 1988 - 2006,,Varenr :,1538-00,Enhet :,stk,Listepris :,Antall Pakke :,,stk,Vekt :,.0000 Kg,[]
Honda CRV (RE5/RE6) Radioadapter dobbel DIN,,Varenr :,381130-07,Enhet :,stk,Listepris :,Antall Pakke :,,stk,Vekt :,.0000 Kg,[]
Ground Zero GZFU 80A/2 MANL - sluttsolgt!,,Varenr :,17418,Enhet :,2stk,Listepris :,Antall Pakke :,45.00,2stk,Vekt :,.0000 Kg,['<ul>\r\n<li>- Høyverdig Mini ANL sikring \r\n</li><li>- 80 Ampere</li></ul>']
"USB 12v til 5 volt, 2,1A - sluttsolgt!",,Varenr :,24000-01-02-2,Enhet :,stk,Listepris :,Antall Pakke :,,stk,Vekt :,.0000 Kg,[]
Ground Zero GZFU 150A/2 MANL - mini ANL,,Varenr :,17336,Enhet :,2stk,Listepris :,Antall Pakke :,45.00,2stk,Vekt :,.0000 Kg,['<ul>\r\n<li>- Høyverdig Mini ANL sikring \r\n</li><li>- 150 Ampere</li></ul>']
"BMW ISO adapter for 1,3,5,X3,X5,Z4,Z8 serie - sluttsolgt",,Varenr :,1024-02,Enhet :,stk,Listepris :,Antall Pakke :,,stk,Vekt :,.0000 Kg,[]
Honda antenneadapter DIN / GT13,,Varenr :,1530-03,Enhet :,stk,Listepris :,Antall Pakke :,,stk,Vekt :,.0000 Kg,['<ul>\r\n<li>Honda Insight 2009-&gt; \r\n</li><li>Honda Civic 2012-&gt; \r\n</li><li>Honda CR-V 11/2012-&gt; \r\n</li><li>Antenna Adapter GT13 (f)-&gt;DIN (m) </li></ul>']
Honda ISO adapter 2006 >,,Varenr :,1132-02,Enhet :,STK,Listepris :,Antall Pakke :,,STK,Vekt :,.0000 Kg,['<ul>\r\n<li>Honda Accord 2008-&gt; \r\n</li><li>Honda Civic 2006-&gt; \r\n</li><li>Honda CRV 2007-&gt; \r\n</li><li>Honda Fit 2007-&gt; \r\n</li><li>Mitsubishi Lancer 2007-&gt; \r\n</li><li>Mitsubishi Montero 2007-&gt; \r\n</li><li>Mitsubishi Outlander 2007-&gt; \r\n</li><li>Mitsubishi Pajero 2007-&gt; \r\n</li><li>Mitsubishi Shogun 2007-&gt; \r\n</li><li>\r\n</li><li>Citroën C-Crosser 2007-&gt; \r\n</li><li>Peugeot 4007 2007-&gt; </li></ul>']
Honda Civic høyttaleradapter 130mm frontdør,,Varenr :,271130-03,Enhet :,par,Listepris :,Antall Pakke :,,par,Vekt :,.0000 Kg,['<ul>\r\n<li>Civic 01/2002 &gt; 01/2006</li></ul>']
"DD Audio 9912 D0,5 ESP","DD Audio 12"" subwoofer med 4"" svingspole",Varenr :,30063,Enhet :,stk,Listepris :,Antall Pakke :,13 900.00,stk,Vekt :,36.7000 Kg,"['<ul>\r\n<li>The 9900s are the go to subwoofers for the demanding bassaholic with a profound interest in physics. Entertaining minds will revel in the endless system design possibilities deliverable with these precision low-frequency devices. Originally coined The Beast, the 9900s first appeared on the market in the early 2000s. It took a brief hiatus, but now it’s back and more beastly than ever. The latest iteration was developed in response to the recent explosion in ultra-low-frequency music. These subwoofers were designed to provide long-term power handling, with accuracy, and high excursion capabilities. It’s been optimized for a 1500 – 2500 watt power band with the ability able to handle bursts of up to 10,000 watts. One look at the 9900 motor and you see why we call it the beast. It boasts 3 inches of magnet cross-section, over a 10"" OD, and weighs in at 70 pounds (motor only). The traditionally tight DD magnet gap drives a 4"" flat wound aluminum voice coil to a peak excursion in excess of 3 inches while keeping enough turns in the gap to maintain power and control. The 9900 Series features our Evolution Subwoofer Package (ESP). ESP equipped drivers sport larger diameter suspensions and deeper frames than standard subs and exclusive surround and cone designs. ESP subs are truly built to maximize performance in their designated size class. The 9900 Series comes standard with an oversized dry finish black composite dust cap, red logo, and treated pulp cone, but it can be optioned out with alternative composite dust caps, composite cones, powder coated frames, supercharging, and a multitude of logo options to give your sub a personalized look and/or added performance for a specific application. \r\n</li><li>\r\n</li><li>-12"" subwoofer \r\n</li><li>- cast frame \r\n</li><li>- 2 x 0.5 ohm voicecoil \r\n</li><li>- magnet weight 31,7 kg \r\n</li><li>- 4"" voice coil diameter \r\n</li><li>- driver displacement: 8,8 liter \r\n</li><li>- recommended ported enclosure 50-80 liters ( NET ) \r\n</li><li>- power handling 2500 W RMS \r\n</li><li>- peak power handling 10 000 watts \r\n</li><li>- x-max: +- 22 mm \r\n</li><li>- xmech: 100 mm \r\n</li><li>- qts: 0,466 \r\n</li><li>- Fs: 37,01 Hz \r\n</li><li>- Vas: 26,16 liters \r\n</li><li>- mounting depth 247 mm \r\n</li><li>- cutout diameter 310 mm</li></ul>']"
Honda radioadapter sølv Civic 03 -->,,Varenr :,281130-02,Enhet :,stk,Listepris :,Antall Pakke :,,stk,Vekt :,.0000 Kg,['<ul>\r\n<li>Civic 02/2003 &gt; \r\n</li><li>for biler med automatisk aircondition</li></ul>']
Honda radioadapter Civic 01-03,,Varenr :,281130-01,Enhet :,stk,Listepris :,Antall Pakke :,,stk,Vekt :,.0000 Kg,['<ul>\r\n<li>Civic 07/2001 &gt; 01/2003 \r\n</li><li>passer ikke Coupe</li></ul>']
Ground Zero GZPW 12SPL  6500W RMS 2 x 1 ohm - sluttselges,"Plutonium 12"" Subwoofer",Varenr :,17106,Enhet :,stk,Listepris :,Antall Pakke :,9 990.00,stk,Vekt :,26.3000 Kg,"['<ul>\r\n<li>diameter: 30 cm / 12"" \r\n</li><li>power handling: 6.500 WRMS \r\n</li><li>impedance: 1 x 1 ohm \r\n</li><li>voice coil: 76 mm / 3"" flat wire \r\n</li><li>SPL: 92,2 dB \r\n</li><li>additional: VOXR surround \r\n</li><li>quad spider </li></ul>']"
"DD Audio 812d D2 12"" bass",Digital Design subwoofer,Varenr :,30156,Enhet :,stk,Listepris :,Antall Pakke :,6 990.00,stk,Vekt :,31.5000 Kg,"['<ul>\r\n<li>New Redline 800-series has arrived! \r\n</li><li>\r\n</li><li>We are proud to introduce the all new Redline 800-series. Three sizes; 12"", 15"" and 18"" and all available with D2 and D1 voicecoils. And those coils are serious stuff. Made In U.S.A. black 4"" voicecoils are something that our competitors do not and will not have in this priceclass. \r\n</li><li>\r\n</li><li>Like previously released 700-series, these 30 kg monsters have a cast alu frame with DD-branding like heavy rubber boots that protect the huge motor. Multiple spiders and newly designed surrounds give much more travel and about 10 Hz lower Fs that previous models. These new models are LOUDER than previous ones and will also play LOW notes with much more authority. \r\n</li><li>\r\n</li><li>30 cm / 12"" bass \r\n</li><li>Power handling: 1000 til 2000 Watt RMS \r\n</li><li>Power handling: 6000 Watt Peak \r\n</li><li>Impedanse: 2 x 2 ohm \r\n</li><li>Svingspole: 100 mm / 4"" \r\n</li><li>\r\n</li><li>linear x-max +- 29.4 mm \r\n</li><li>x-mech 95 mm \r\n</li><li>fs 33.268 Hz \r\n</li><li>qts 0.464 \r\n</li><li>vas 24.881 liters \r\n</li><li>sensitivity 84.3 dB/1W/1m \r\n</li><li>mounting diameter 288 mm \r\n</li><li>mounting depth 243 mm \r\n</li><li>Vd 8,74 liters </li></ul>']"
Ground Zero GZNW 30SPL-D1,Nuclear SPL subwoofer,Varenr :,17641,Enhet :,stk,Listepris :,Antall Pakke :,6 990.00,stk,Vekt :,29.3000 Kg,"['<ul>\r\n<li>Taking the time to launch a worthy successor for the legendary NUCLEAR SPL subwoofers, GROUND ZERO developed two extraordinary power capable models with huge SPL output for daily use and SPL competition purpose. These new models are available with 2x 1-ohm as well as 2x 2-ohms voice coils. \r\n</li><li>\r\n</li><li>30 cm / 12"" bass med trippel magnet \r\n</li><li>Power handling: 6000W SPL POWER \r\n</li><li>Anbefalt forsterker fra 2000 til 4000 Watt RMS \r\n</li><li>Impedanse: 2 x 1 ohm \r\n</li><li>Kan kobles til 1 x 0,5 ohm, 1 x 2 ohm eller 1 + 1 ohm \r\n</li><li>firedobbel Nomex spider \r\n</li><li>Svingspole: 75 mm / 3"" \r\n</li><li>Slaglengde, Xmax. 70 mm \r\n</li><li>Klippel® optimalisert \r\n</li><li>Monteringsdybde 23,7 cm \r\n</li><li><strong>Anbefalte kasse: </strong>\r\n</li><li>Portet: 60 liter \r\n</li><li>\r\n</li><li><a href=""https://www.ground-zero-audio.com/wp-content/uploads/GZNW-30SPL-D1-D2_OM_052020.pdf"">Datablad/kasseforslag PDF</a> \r\n</li><li>\r\n</li><li>High-power SPL subwoofer \r\n</li><li>Klippel® optimized \r\n</li><li>Reinforced paper cone \r\n</li><li>Glossy carbon fiber design dust cap \r\n</li><li>Long stroke foam surround \r\n</li><li>Solid aluminum cast basket \r\n</li><li>75 mm / 3“ aluminum wire voice coil \r\n</li><li>4-layer Nomex spider \r\n</li><li>80 mm / 3.15” max. excursion (p2p) \r\n</li><li>6000 Watts SPL power handling \r\n</li><li></ul>']"
"DD Audio 812d D1 12"" bass",Digital Design subwoofer,Varenr :,30075,Enhet :,stk,Listepris :,Antall Pakke :,6 990.00,stk,Vekt :,31.5000 Kg,"['<ul>\r\n<li>New Redline 800-series has arrived! \r\n</li><li>\r\n</li><li>We are proud to introduce the all new Redline 800-series. Three sizes; 12"", 15"" and 18"" and all available with D2 and D1 voicecoils. And those coils are serious stuff. Made In U.S.A. black 4"" voicecoils are something that our competitors do not and will not have in this priceclass. \r\n</li><li>\r\n</li><li>Like previously released 700-series, these 30 kg monsters have a cast alu frame with DD-branding like heavy rubber boots that protect the huge motor. Multiple spiders and newly designed surrounds give much more travel and about 10 Hz lower Fs that previous models. These new models are LOUDER than previous ones and will also play LOW notes with much more authority. \r\n</li><li>\r\n</li><li>30 cm / 12"" bass \r\n</li><li>Power handling: 1000 til 2000 Watt RMS \r\n</li><li>Power handling: 6000 Watt Peak \r\n</li><li>Impedanse: 2 x 1 ohm \r\n</li><li>Svingspole: 100 mm / 4"" \r\n</li><li>\r\n</li><li>linear x-max +- 29.4 mm \r\n</li><li>x-mech 95 mm \r\n</li><li>fs 33.268 Hz \r\n</li><li>qts 0.464 \r\n</li><li>vas 24.881 liters \r\n</li><li>sensitivity 84.3 dB/1W/1m \r\n</li><li>mounting diameter 288 mm \r\n</li><li>mounting depth 243 mm \r\n</li><li>Vd 8,74 liters </li></ul>']"
Ground Zero GZNW 12Xmax,Nuclear Xmax subwoofer,Varenr :,17499,Enhet :,stk,Listepris :,Antall Pakke :,6 990.00,stk,Vekt :,31.5000 Kg,"['<ul>\r\n<li>30 cm / 12"" bass \r\n</li><li>Massiv aluminiumsmembran \r\n</li><li>Trippelt magnetsystem \r\n</li><li>3 lags membranoppheng \r\n</li><li>Power handling: 3000W RMS \r\n</li><li>Anbefalt forsterker fra 2000 til 4000 Watt RMS \r\n</li><li>Impedanse: 2 x 1 ohm \r\n</li><li>Kan kobles til 1 x 0,5 ohm, 1 x 2 ohm eller 1 + 1 ohm \r\n</li><li>Progressiv 4 lags Nomex spider \r\n</li><li>Svingspole: 75 mm / 3"" \r\n</li><li><strong>Slaglengde, Xmax. 60 mm</strong> \r\n</li><li>Klippel® optimalisert \r\n</li><li>Monteringsdybde 25 cm \r\n</li><li>\r\n</li><li><a href=""https://www.ground-zero-audio.com/wp-content/uploads/GZNW-12Xmax-2017.pdf"">Datablad/kasseforslag PDF</a> </li></ul>']"
